538	MARSHALL THORN	Southampton	United Kingdom	583
539	SANDRA MARTIN	Southend-on-Sea	United Kingdom	16
540	ARMANDO GRUBER	Southport	United Kingdom	556
541	DAN PAINE	Stockport	United Kingdom	477
542	GILBERT SLEDGE	York	United Kingdom	497
543	ZACHARY HITE	Akron	United States	479
544	RICHARD MCCRARY	Arlington	United States	305
545	DIANA ALEXANDER	Augusta-Richmond County	United States	96
546	SCOTT SHELLEY	Aurora	United States	330
547	CLINTON BUFORD	Aurora	United States	537
548	WILMA RICHARDS	Bellevue	United States	212
549	VALERIE BLACK	Brockton	United States	149
550	KARL SEAL	Cape Coral	United States	526
551	BETTY WHITE	Citrus Heights	United States	14
552	EVA RAMOS	Clarksville	United States	140
553	RENEE LANE	Compton	United States	182
554	BRYAN HARDISON	Dallas	United States	400
555	SHELLY WATTS	Dayton	United States	294
556	JACOB LANCE	El Monte	United States	420
557	ALICE STEWART	Fontana	United States	51
558	RENE MCALISTER	Garden Grove	United States	593
559	IAN STILL	Garland	United States	561
560	KIM CRUZ	Grand Prairie	United States	118
561	VERONICA STONE	Greensboro	United States	158
562	NATHANIEL ADAM	Joliet	United States	504
563	THOMAS GRIGSBY	Kansas City	United States	308
564	ROSA REYNOLDS	Lancaster	United States	112
565	JENNIFER DAVIS	Laredo	United States	6
566	ASHLEY RICHARDSON	Lincoln	United States	63
567	VICTOR BARKLEY	Manchester	United States	382
568	ANA BRADLEY	Memphis	United States	181
569	CAROLE BARNETT	Peoria	United States	275
570	TONI HOLT	Roanoke	United States	291
571	BILL GAVIN	Rockford	United States	457
572	JOAN COOPER	Saint Louis	United States	62
573	CASSANDRA WALTERS	Salinas	United States	269
574	PATRICIA JOHNSON	San Bernardino	United States	2
575	JAMIE RICE	Sterling Heights	United States	146
576	KRISTIN JOHNSTON	Sunnyvale	United States	214
577	CAROLINE BOWMAN	Tallahassee	United States	248
578	BRANDY GRAVES	Warren	United States	276
579	ALBERTO HENNING	Barcelona	Venezuela	568
580	CARMEN OWENS	Caracas	Venezuela	111
581	CINDY FISHER	Cuman	Venezuela	113
582	CALVIN MARTEL	Maracabo	Venezuela	453
583	YVONNE WATKINS	Ocumare del Tuy	Venezuela	174
584	MATHEW BOLIN	Valencia	Venezuela	539
585	KRISTINA CHAMBERS	Valle de la Pascua	Venezuela	290
586	NEIL RENNER	Cam Ranh	Vietnam	532
587	BETH FRANKLIN	Haiphong	Vietnam	199
588	PATRICK NEWSOM	Hanoi	Vietnam	340
589	GREG ROBINS	Nam Dinh	Vietnam	472
590	MITCHELL WESTMORELAND	Nha Trang	Vietnam	520
591	HARVEY GUAJARDO	Vinh	Vietnam	523
592	NATHAN RUNYON	Charlotte Amalie	Virgin Islands, U.S.	406
593	ELLA OLIVER	Aden	Yemen	210
594	GORDON ALLARD	Hodeida	Yemen	470
595	WILLIAM SATTERFIELD	Sanaa	Yemen	303
596	GINA WILLIAMSON	Taizz	Yemen	213
597	MARIA MILLER	Kragujevac	Yugoslavia	7
598	MAX PITT	Novi Sad	Yugoslavia	553
599	BARRY LOVELACE	Kitwe	Zambia	438
\.


